Year,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2023,Baw Baw,3 Other,31 Admin/professional,311 Business Office,19
2023,Baw Baw,3 Other,31 Admin/professional,312 Other Admin/Professional,6
2023,Baw Baw,3 Other,32 Financial,321 Bank,12
2023,Baw Baw,3 Other,32 Financial,323 ATM/Eftpos,3
2023,Baw Baw,3 Other,33 Retail,331 Chemist/Pharmacy,7
2023,Baw Baw,3 Other,33 Retail,3310 24Hr Convenience,16
2023,Baw Baw,3 Other,33 Retail,3311 Restaurant/Fastfood,60
2023,Baw Baw,3 Other,33 Retail,3312 Other Retail,105
2023,Baw Baw,3 Other,33 Retail,332 Service Station,81
2023,Baw Baw,3 Other,33 Retail,335 Supermarket,74
2023,Baw Baw,3 Other,33 Retail,336 Department Store,28
2023,Baw Baw,3 Other,33 Retail,337 Shopping Complex,35
2023,Baw Baw,3 Other,33 Retail,338 Car Sales Yard,10
2023,Baw Baw,3 Other,33 Retail,339 Milkbar,1
2023,Baw Baw,3 Other,35 Warehousing/storage,351 Warehousing/Storage,6
2023,Baw Baw,3 Other,36 Manufacturing,361 Factory,3
2023,Baw Baw,3 Other,36 Manufacturing,362 Any Manufacturing,2
2023,Baw Baw,3 Other,37 Agricultural,371 Farmland/Agricultural,11
2023,Baw Baw,3 Other,37 Agricultural,373 Other Agricultural,10
2023,Baw Baw,3 Other,38 Recreational,381 Licensed Premises,62
2023,Baw Baw,3 Other,38 Recreational,382 Tab,2
2023,Baw Baw,3 Other,38 Recreational,384 Sport Area/Facility,29
2023,Baw Baw,3 Other,38 Recreational,385 Gaming Venue,3
2023,Baw Baw,3 Other,38 Recreational,386 Other Rec./Sports,10
2023,Baw Baw,3 Other,38 Recreational,387 Gym/Fitness,2
2023,Baw Baw,3 Other,39 Other location,392 Other Location (Not Elsewhere),38
2023,Baw Baw,3 Other,39 Other location,393 Construction Site,6
2023,Bayside,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,427
2023,Bayside,1 Residential,11 Dwelling - private,112 House,1686
2023,Bayside,1 Residential,11 Dwelling - private,113 Bungalow,1
2023,Bayside,1 Residential,11 Dwelling - private,116 Ministry Of Housing,30
2023,Bayside,1 Residential,11 Dwelling - private,117 Farm House,1
2023,Bayside,1 Residential,12 Dwelling  - non-private,121 Boarding House,4
2023,Bayside,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2023,Bayside,1 Residential,12 Dwelling  - non-private,124 Nursing Home,14
2023,Bayside,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,5
2023,Bayside,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,24
2023,Bayside,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,18
2023,Bayside,1 Residential,13 Grounds/surrounding land,132 Backyard,27
2023,Bayside,1 Residential,13 Grounds/surrounding land,133 Frontyard,130
2023,Bayside,1 Residential,13 Grounds/surrounding land,134 Garage,62
2023,Bayside,1 Residential,13 Grounds/surrounding land,135 Shed,5
2023,Bayside,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,35
2023,Bayside,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),16
2023,Bayside,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,338
2023,Bayside,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,81
2023,Bayside,2 Community,21 Education,211 School,40
2023,Bayside,2 Community,21 Education,212 School Grounds,17
2023,Bayside,2 Community,21 Education,213 Other Educational,7
2023,Bayside,2 Community,22 Health,221 Hospital,3
2023,Bayside,2 Community,22 Health,222 Medical Centre,9
2023,Bayside,2 Community,22 Health,223 Dental,1
2023,Bayside,2 Community,22 Health,224 Other Health,18
2023,Bayside,2 Community,23 Religious,231 Church,3
2023,Bayside,2 Community,23 Religious,232 Other religious,1
2023,Bayside,2 Community,24 Public Transport,241 Train,7
2023,Bayside,2 Community,24 Public Transport,242 Train Station,82
2023,Bayside,2 Community,24 Public Transport,243 Railway Carpark,8
2023,Bayside,2 Community,24 Public Transport,245 Bus/Bus Stop,8
2023,Bayside,2 Community,24 Public Transport,246 Depot/Terminal,1
2023,Bayside,2 Community,24 Public Transport,249 Taxi,4
2023,Bayside,2 Community,25 Other Transport,251 Private Car,16
2023,Bayside,2 Community,25 Other Transport,253 Boat,5
2023,Bayside,2 Community,25 Other Transport,254 Dock/Wharf,1
2023,Bayside,2 Community,25 Other Transport,255 Carpark (Single Level),60
2023,Bayside,2 Community,25 Other Transport,256 Carpark (Multi Level),5
2023,Bayside,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2023,Bayside,2 Community,26 Justice,261 Police Station,10
2023,Bayside,2 Community,26 Justice,262 Court,24
2023,Bayside,2 Community,27 Open Space,271 Parkland/Reserve,31
2023,Bayside,2 Community,27 Open Space,274 Beach Foreshore,28
2023,Bayside,2 Community,27 Open Space,275 Other Open Space,10
2023,Bayside,2 Community,27 Open Space,276 Beach Car Park,13
2023,Bayside,2 Community,28 Street/footpath,281 Street/Lane/Footpath,896
2023,Bayside,2 Community,29 Other community location,291 Cemetery,7
2023,Bayside,2 Community,29 Other community location,292 Civic Centre,4
2023,Bayside,2 Community,29 Other community location,294 Car Wash,1
2023,Bayside,3 Other,31 Admin/professional,311 Business Office,26
2023,Bayside,3 Other,31 Admin/professional,312 Other Admin/Professional,50
2023,Bayside,3 Other,32 Financial,321 Bank,3
2023,Bayside,3 Other,32 Financial,323 ATM/Eftpos,2
2023,Bayside,3 Other,33 Retail,331 Chemist/Pharmacy,4
2023,Bayside,3 Other,33 Retail,3310 24Hr Convenience,22
2023,Bayside,3 Other,33 Retail,3311 Restaurant/Fastfood,52
2023,Bayside,3 Other,33 Retail,3312 Other Retail,140
2023,Bayside,3 Other,33 Retail,332 Service Station,76
2023,Bayside,3 Other,33 Retail,333 Jeweller,4
2023,Bayside,3 Other,33 Retail,334 2nd Hand Dealer,6
2023,Bayside,3 Other,33 Retail,335 Supermarket,124
2023,Bayside,3 Other,33 Retail,336 Department Store,10
2023,Bayside,3 Other,33 Retail,337 Shopping Complex,48
2023,Bayside,3 Other,33 Retail,338 Car Sales Yard,2
2023,Bayside,3 Other,33 Retail,339 Milkbar,1
2023,Bayside,3 Other,35 Warehousing/storage,351 Warehousing/Storage,12
2023,Bayside,3 Other,36 Manufacturing,361 Factory,7
2023,Bayside,3 Other,36 Manufacturing,362 Any Manufacturing,3
2023,Bayside,3 Other,38 Recreational,381 Licensed Premises,42
2023,Bayside,3 Other,38 Recreational,383 Cinema,1
2023,Bayside,3 Other,38 Recreational,384 Sport Area/Facility,17
2023,Bayside,3 Other,38 Recreational,385 Gaming Venue,3
2023,Bayside,3 Other,38 Recreational,386 Other Rec./Sports,11
2023,Bayside,3 Other,38 Recreational,387 Gym/Fitness,3
2023,Bayside,3 Other,39 Other location,392 Other Location (Not Elsewhere),26
2023,Bayside,3 Other,39 Other location,393 Construction Site,24
2023,Bayside,3 Other,39 Other location,394 Veterinary Clinic,2
2023,Benalla,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,25
2023,Benalla,1 Residential,11 Dwelling - private,112 House,571
2023,Benalla,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,6
2023,Benalla,1 Residential,11 Dwelling - private,116 Ministry Of Housing,5
2023,Benalla,1 Residential,11 Dwelling - private,117 Farm House,2
2023,Benalla,1 Residential,12 Dwelling  - non-private,121 Boarding House,2
2023,Benalla,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2023,Benalla,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,20
2023,Benalla,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2023,Benalla,1 Residential,13 Grounds/surrounding land,1310 Farm Building,9
2023,Benalla,1 Residential,13 Grounds/surrounding land,132 Backyard,20
2023,Benalla,1 Residential,13 Grounds/surrounding land,133 Frontyard,49
2023,Benalla,1 Residential,13 Grounds/surrounding land,134 Garage,8
2023,Benalla,1 Residential,13 Grounds/surrounding land,135 Shed,28
2023,Benalla,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,3
2023,Benalla,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),3
2023,Benalla,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,45
2023,Benalla,2 Community,21 Education,211 School,28
2023,Benalla,2 Community,21 Education,212 School Grounds,13
2023,Benalla,2 Community,21 Education,213 Other Educational,2
2023,Benalla,2 Community,22 Health,221 Hospital,7
2023,Benalla,2 Community,22 Health,222 Medical Centre,3
2023,Benalla,2 Community,22 Health,224 Other Health,1
2023,Benalla,2 Community,23 Religious,231 Church,7
2023,Benalla,2 Community,24 Public Transport,2410 Rail Track,1
2023,Benalla,2 Community,24 Public Transport,242 Train Station,2
2023,Benalla,2 Community,24 Public Transport,243 Railway Carpark,2
2023,Benalla,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2023,Benalla,2 Community,24 Public Transport,249 Taxi,1
2023,Benalla,2 Community,25 Other Transport,251 Private Car,1
2023,Benalla,2 Community,25 Other Transport,252 Airfield,2
2023,Benalla,2 Community,25 Other Transport,255 Carpark (Single Level),11
2023,Benalla,2 Community,25 Other Transport,257 Other Transport Type/Area,9
2023,Benalla,2 Community,26 Justice,261 Police Station,12
2023,Benalla,2 Community,26 Justice,262 Court,39
2023,Benalla,2 Community,27 Open Space,271 Parkland/Reserve,16
2023,Benalla,2 Community,27 Open Space,272 Rural,1
2023,Benalla,2 Community,27 Open Space,275 Other Open Space,3
2023,Benalla,2 Community,28 Street/footpath,281 Street/Lane/Footpath,212
2023,Benalla,2 Community,29 Other community location,291 Cemetery,1
2023,Benalla,2 Community,29 Other community location,292 Civic Centre,1
2023,Benalla,2 Community,29 Other community location,293 Gallery,1
2023,Benalla,2 Community,29 Other community location,294 Car Wash,3
2023,Benalla,3 Other,31 Admin/professional,311 Business Office,3
2023,Benalla,3 Other,31 Admin/professional,312 Other Admin/Professional,7
2023,Benalla,3 Other,32 Financial,321 Bank,3
2023,Benalla,3 Other,33 Retail,331 Chemist/Pharmacy,2
2023,Benalla,3 Other,33 Retail,3310 24Hr Convenience,1
2023,Benalla,3 Other,33 Retail,3311 Restaurant/Fastfood,12
2023,Benalla,3 Other,33 Retail,3312 Other Retail,37
2023,Benalla,3 Other,33 Retail,332 Service Station,24
2023,Benalla,3 Other,33 Retail,335 Supermarket,30
2023,Benalla,3 Other,33 Retail,336 Department Store,11
2023,Benalla,3 Other,33 Retail,337 Shopping Complex,3
2023,Benalla,3 Other,33 Retail,338 Car Sales Yard,2
2023,Benalla,3 Other,33 Retail,339 Milkbar,4
2023,Benalla,3 Other,35 Warehousing/storage,351 Warehousing/Storage,8
2023,Benalla,3 Other,36 Manufacturing,361 Factory,5
2023,Benalla,3 Other,36 Manufacturing,362 Any Manufacturing,3
2023,Benalla,3 Other,37 Agricultural,371 Farmland/Agricultural,10
2023,Benalla,3 Other,37 Agricultural,373 Other Agricultural,4
2023,Benalla,3 Other,38 Recreational,381 Licensed Premises,24
2023,Benalla,3 Other,38 Recreational,382 Tab,3
2023,Benalla,3 Other,38 Recreational,384 Sport Area/Facility,10
2023,Benalla,3 Other,38 Recreational,385 Gaming Venue,1
2023,Benalla,3 Other,38 Recreational,386 Other Rec./Sports,6
2023,Benalla,3 Other,39 Other location,392 Other Location (Not Elsewhere),10
2023,Benalla,3 Other,39 Other location,393 Construction Site,1
2023,Boroondara,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,537
2023,Boroondara,1 Residential,11 Dwelling - private,112 House,2062
2023,Boroondara,1 Residential,11 Dwelling - private,113 Bungalow,12
2023,Boroondara,1 Residential,11 Dwelling - private,116 Ministry Of Housing,15
2023,Boroondara,1 Residential,12 Dwelling  - non-private,121 Boarding House,12
2023,Boroondara,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2023,Boroondara,1 Residential,12 Dwelling  - non-private,123 Guest House,4
2023,Boroondara,1 Residential,12 Dwelling  - non-private,124 Nursing Home,14
2023,Boroondara,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,18
2023,Boroondara,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,23
2023,Boroondara,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,16
2023,Boroondara,1 Residential,13 Grounds/surrounding land,132 Backyard,47
2023,Boroondara,1 Residential,13 Grounds/surrounding land,133 Frontyard,160
2023,Boroondara,1 Residential,13 Grounds/surrounding land,134 Garage,74
2023,Boroondara,1 Residential,13 Grounds/surrounding land,135 Shed,13
2023,Boroondara,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,30
2023,Boroondara,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),27
2023,Boroondara,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,425
2023,Boroondara,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,86
2023,Boroondara,2 Community,21 Education,211 School,52
2023,Boroondara,2 Community,21 Education,212 School Grounds,27
2023,Boroondara,2 Community,21 Education,213 Other Educational,23
2023,Boroondara,2 Community,22 Health,221 Hospital,10
2023,Boroondara,2 Community,22 Health,222 Medical Centre,20
2023,Boroondara,2 Community,22 Health,223 Dental,5
2023,Boroondara,2 Community,22 Health,224 Other Health,26
2023,Boroondara,2 Community,23 Religious,231 Church,9
2023,Boroondara,2 Community,24 Public Transport,241 Train,13
2023,Boroondara,2 Community,24 Public Transport,242 Train Station,98
2023,Boroondara,2 Community,24 Public Transport,243 Railway Carpark,17
2023,Boroondara,2 Community,24 Public Transport,244 Tram/Tram Stop,18
2023,Boroondara,2 Community,24 Public Transport,245 Bus/Bus Stop,8
2023,Boroondara,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2023,Boroondara,2 Community,24 Public Transport,249 Taxi,3
2023,Boroondara,2 Community,25 Other Transport,251 Private Car,13
2023,Boroondara,2 Community,25 Other Transport,252 Airfield,1
2023,Boroondara,2 Community,25 Other Transport,255 Carpark (Single Level),99
2023,Boroondara,2 Community,25 Other Transport,256 Carpark (Multi Level),22
2023,Boroondara,2 Community,25 Other Transport,257 Other Transport Type/Area,10
2023,Boroondara,2 Community,26 Justice,261 Police Station,17
2023,Boroondara,2 Community,27 Open Space,271 Parkland/Reserve,48
2023,Boroondara,2 Community,27 Open Space,273 Vacant Block,2
2023,Boroondara,2 Community,27 Open Space,275 Other Open Space,18
2023,Boroondara,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1288
2023,Boroondara,2 Community,29 Other community location,291 Cemetery,2
2023,Boroondara,2 Community,29 Other community location,292 Civic Centre,13
2023,Boroondara,2 Community,29 Other community location,294 Car Wash,2
2023,Boroondara,3 Other,31 Admin/professional,311 Business Office,67
2023,Boroondara,3 Other,31 Admin/professional,312 Other Admin/Professional,23
2023,Boroondara,3 Other,32 Financial,321 Bank,25
2023,Boroondara,3 Other,32 Financial,323 ATM/Eftpos,1
2023,Boroondara,3 Other,32 Financial,324 Other Financial,1
2023,Boroondara,3 Other,33 Retail,331 Chemist/Pharmacy,93
2023,Boroondara,3 Other,33 Retail,3310 24Hr Convenience,32
2023,Boroondara,3 Other,33 Retail,3311 Restaurant/Fastfood,122
2023,Boroondara,3 Other,33 Retail,3312 Other Retail,303
2023,Boroondara,3 Other,33 Retail,332 Service Station,188
2023,Boroondara,3 Other,33 Retail,333 Jeweller,5
2023,Boroondara,3 Other,33 Retail,335 Supermarket,205
2023,Boroondara,3 Other,33 Retail,336 Department Store,52
2023,Boroondara,3 Other,33 Retail,337 Shopping Complex,72
2023,Boroondara,3 Other,33 Retail,338 Car Sales Yard,7
2023,Boroondara,3 Other,33 Retail,339 Milkbar,1
2023,Boroondara,3 Other,34 Wholesale,341 Any Wholesale,3
2023,Boroondara,3 Other,35 Warehousing/storage,351 Warehousing/Storage,31
2023,Boroondara,3 Other,36 Manufacturing,361 Factory,1
2023,Boroondara,3 Other,36 Manufacturing,362 Any Manufacturing,13
2023,Boroondara,3 Other,37 Agricultural,373 Other Agricultural,1
2023,Boroondara,3 Other,38 Recreational,381 Licensed Premises,119
2023,Boroondara,3 Other,38 Recreational,383 Cinema,3
2023,Boroondara,3 Other,38 Recreational,384 Sport Area/Facility,24
2023,Boroondara,3 Other,38 Recreational,385 Gaming Venue,13
2023,Boroondara,3 Other,38 Recreational,386 Other Rec./Sports,16
2023,Boroondara,3 Other,38 Recreational,387 Gym/Fitness,14
2023,Boroondara,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2023,Boroondara,3 Other,39 Other location,392 Other Location (Not Elsewhere),44
2023,Boroondara,3 Other,39 Other location,393 Construction Site,32
2023,Boroondara,3 Other,39 Other location,394 Veterinary Clinic,1
2023,Brimbank,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,482
2023,Brimbank,1 Residential,11 Dwelling - private,112 House,5745
2023,Brimbank,1 Residential,11 Dwelling - private,113 Bungalow,47
2023,Brimbank,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,3
2023,Brimbank,1 Residential,11 Dwelling - private,116 Ministry Of Housing,3
2023,Brimbank,1 Residential,11 Dwelling - private,117 Farm House,2
2023,Brimbank,1 Residential,12 Dwelling  - non-private,121 Boarding House,19
2023,Brimbank,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2023,Brimbank,1 Residential,12 Dwelling  - non-private,124 Nursing Home,9
2023,Brimbank,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,30
2023,Brimbank,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,42
2023,Brimbank,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2023,Brimbank,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2023,Brimbank,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,3
2023,Brimbank,1 Residential,13 Grounds/surrounding land,132 Backyard,73
2023,Brimbank,1 Residential,13 Grounds/surrounding land,133 Frontyard,247
2023,Brimbank,1 Residential,13 Grounds/surrounding land,134 Garage,78
2023,Brimbank,1 Residential,13 Grounds/surrounding land,135 Shed,25
2023,Brimbank,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,65
2023,Brimbank,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),36
2023,Brimbank,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,583
2023,Brimbank,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,51
2023,Brimbank,2 Community,21 Education,211 School,65
2023,Brimbank,2 Community,21 Education,212 School Grounds,38
2023,Brimbank,2 Community,21 Education,213 Other Educational,19
2023,Brimbank,2 Community,22 Health,221 Hospital,69
2023,Brimbank,2 Community,22 Health,222 Medical Centre,18
2023,Brimbank,2 Community,22 Health,223 Dental,4
2023,Brimbank,2 Community,22 Health,224 Other Health,20
2023,Brimbank,2 Community,23 Religious,231 Church,25
2023,Brimbank,2 Community,23 Religious,232 Other religious,9
2023,Brimbank,2 Community,24 Public Transport,241 Train,35
2023,Brimbank,2 Community,24 Public Transport,2410 Rail Track,2
